REGISTRO_ANCINE,CNPJ_EMPRESA,RAZAO_SOCIAL,EMPRESA_ASSOCIADA,CNPJ_EMPRESA_ASSOCIADA
3226,05.097.785/0001-86,CASABLANCA EFEITOS CINEMATOGRÁFICOS LTDA,D F F DIANA FOTO FILME E TELECOMUNICACOES LTDA,52.559.671/0001-90
16752,07.252.857/0001-48,JFW CUIDADOS ARTÍSTICOS LTDA - EPP,WORK SHOW PRODUCOES E ENTRETENIMENTO ARTISTICOS LTDA,20.077.216/0001-62
1310,04.773.699/0001-83,TAGTST VÍDEO DESIGN LTDA,TAG VIDEO DESIGN LTDA - ME,10.538.291/0001-20
46989,38.479.610/0001-92,CINE LASER CACOAL EXIBICOES CINEMATOGRAFICAS LTDA,CINE LASER CINEMAS UMUARAMA LTDA,40.850.944/0001-72
43959,34.210.030/0001-44,CINE LASER CINEMAS SUL EIRELI,CINE LASER CINEMAS UMUARAMA LTDA,40.850.944/0001-72
35188,22.828.178/0001-68,LR PRODUÇÕES ARTÍSTICAS LTDA,T2A PARTICIPAÇÕES LTDA,32.138.883/0001-97
24366,16.500.335/0001-09,VDR PRODUCOES DE EVENTOS EIRELI,HYPER AGENCIA DIGITAL LTDA ME,21.471.418/0001-57
13496,03.762.421/0001-48,FOGO CERRADO IMAGENS E SERVIÇOS LTDA ME,PARKER PRODUCOES AUDIOVISUAIS LTDA,34.093.368/0001-63
12941,09.012.841/0001-93,BARRY COMPANY PRODUÇÕES AUDIOVISUAIS LTDA,PARKER PRODUCOES AUDIOVISUAIS LTDA,34.093.368/0001-63
34068,19.569.446/0001-60,KARANDASH CONSULTORIA E TREINAMENTO SS LTDA,KARANDASH ARTE CONTEMPORÂNEA LTDA - ME,09.342.353/0001-44
27912,42.898.015/0001-69,CINEMAS USINA LIBERDADE LTDA,CINE COMERCIAL PASSO FUNDO LTDA,27.380.966/0001-58
23773,17.753.196/0001-98,MAFIA FILMES LTDA,INPUTSOM ARTE SONORA LTDA. - ME,09.195.840/0001-21
26764,14.965.688/0001-59,SISTEMA MASSA DE TELEVISÃO LTDA,TELEVISAO NAIPI LTDA,77.689.032/0001-70
38333,22.947.409/0001-52,RAPHAEL FERREIRA RODRIGUEZ 33016859866,LEMONADE HUB LTDA EPP,43.551.784/0001-59
48217,35.151.988/0001-74,BA DA BEAN PRODUCOES AUDIOVISUAIS SPE LTDA,BIRDO FILMES EM ANIMAÇÃO LTDA.,07.503.073/0001-45
16362,11.305.665/0001-20,ALMEIDA & LIMA LTDA-ME,NASCIMENTO E CASTRO LTDA,15.673.800/0001-40
34848,26.476.310/0001-70,JOSE RICARDO OLIVEIRA VIANA 86381040149,JRX PRODUCOES EIRELI,30.246.816/0001-60
18055,07.938.916/0001-36,CINEMA VILLAGGIO LTDA,ARTEPLEX DISTRIBUIDORA LTDA,31.694.954/0001-75
2735,05.774.116/0001-00,CINEARTE MORUMBI LTDA,ARTEPLEX DISTRIBUIDORA LTDA,31.694.954/0001-75
2234,00.487.854/0001-44,SIRINO E SILVESTRE LTDA-ME,CINECOM ENTRETENIMENTO LTDA,28.153.563/0001-39
43170,29.575.070/0001-50,VIRALATA FILMES LTDA,VIRALATA PRODUÇÕES LTDA ME,11.721.296/0001-56
30919,17.920.694/0001-88,LUIS CARLOS MARTINO JUNIOR,TOCAVIDEOS PRODUCAO AUDIOVISUAL LTDA ME,26.634.392/0001-34
36485,08.742.775/0001-44,BOLZAN E ASCHENBACH EVENTOS LTDA,"CARAM,BOLZAN E ASCHENBACH PRODUÇÕES ARTÍSTICAS LTDA. - EPP",15.230.815/0001-34
48304,40.220.805/0001-65,FILMES DA BARRIGA LTDA. ME.,LEBEN 108 PRODUTORA DE FILMES LTDA,12.709.052/0001-10
870,39.201.314/0001-98,MAC PRODUÇÕES EM VÍDEO E COMERCIO LTDA,N S COUTINHO PRODUÇÕES EM VIDEO E EVENTOS ME,26.727.670/0001-06
50807,45.717.879/0001-25,NBC UNIVERSAL NETWORKS INTERNATIONAL BRASIL LTDA.,E! ENTERTAINMENT AUDIOVISUAL SERVIÇOS E REPRESENTAÇÕES LTDA,15.777.467/0001-10
13432,09.252.906/0001-78,VELUDO CREATIVE FILM COMPANY LTDA,ILEGAL FX POS-PRODUCAO AUDIOVISUAL LTDA,09.222.300/0001-90
53130,43.996.795/0001-42,FAROL POSPRODUÇÃO CINEMATOGRAFICA LTDA,FAROL VIDEOS CINEPOS LTDA -EPP,11.049.658/0001-04
30842,22.971.615/0001-06,DROMEDARIO CINEMA E VIDEO LTDA - EPP,ALDEIA PRODUÇÕES LTDA,07.496.159/0001-98
27133,18.799.978/0001-20,"FLOR DO CERRADO DESENVOLVIMENTO,CRIAÇÃO E EXECUÇÃO DE PROJETOS E EVENTOS EIRELI-ME","FLOR DO CERRADO FILMES, CONSULTORIAS E EVENTOS LTDA",08.096.317/0001-85
17271,51.733.459/0001-35,COMERCIAL FONOGRAFICA RGE S/A,GLOBO COMUNICACAO E PARTICIPACOES S/A,27.865.757/0001-02
1595,05.731.103/0001-45,TRATTORIA DIGITAL PRODUÇÕES LTDA/EPP,ELASTICA PRODUCOES CINEMATOGRAFICAS LTDA ME,09.163.961/0001-91
41382,30.380.478/0001-55,MTTRAILER PRODUÇÕES CINEMATOGRÁFICAS EIRELI ME,CANAL LIKE PROGRAMAÇÃO LTDA,28.120.721/0001-54
39227,13.226.677/0001-94,OBA OBA SAMBA HOUSE PRODUCOES ARTISTICAS LTDA,FERNANDO MARTINS DINIZ PRODUÇÕES,31.872.561/0001-04
14494,10.214.276/0001-26,TVJ VÍDEO PRODUÇÕES LTDA.-ME,JUAREZ FERREIRA DA SILVA FILMES,20.140.395/0001-35
1456,58.832.528/0001-07,REDE 21 COMUNICACOES S.A.,PRH9 PRODUÇÕES S/A,02.396.693/0001-09
656,60.509.239/0001-13,RADIO E TELEVISAO BANDEIRANTES S.A.,PRH9 PRODUÇÕES S/A,02.396.693/0001-09
40449,30.720.613/0001-64,PONTA DE ANZOL PRODUÇÕES LTDA.,CANACAIANA PRODUCOES LTDA,45.298.088/0001-08
38259,26.267.270/0001-57,NÚCLEO GUTS DE CRIAÇÃO LTDA,GUTS FILMES LTDA - ME,13.471.208/0001-30
13619,09.084.936/0001-12,IMAGEM NORDESTE PRODUÇÃO AUDIOVISUAL LTDA.,ITEC PRODUÇÃO AUDIOVISUAL E PROPAGANDA LTDA,33.119.853/0001-04
27135,14.635.275/0001-06,MOL FILMES E PRODUÇÕES LTDA - EPP,SONAR COMUNICAÇÃO E ARTES GRAFICAS LTDA,05.819.873/0001-44
16934,01.287.007/0001-07,44 BICO LARGO COMERCIAL LTDA,RENDERFRAME PRODUÇÕES AUDIOVISUAIS LTDA,20.290.522/0001-82
24534,18.087.870/0001-05,REDECINE BSB CINEMATOGRÁFICA LTDA,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA,14.859.056/0001-00
43781,34.408.375/0001-07,REDECINE PINDAMONHANGABA CINEMAS LTDA,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA,14.859.056/0001-00
47365,26.159.461/0001-03,ODARA PRODUCOES CINEMATOGRAFICAS LTDA,RELATAR-SE PRODUÇÕES,41.852.372/0001-23
30287,14.269.986/0001-04,DIEGO JOSE MARINHO ME,CINE MANHORI LTDA.,39.275.974/0001-13
31191,19.512.412/0001-39,DIAMOND FILMS AMERICA PRODUCAO E DISTRIBUICAO AUDIOVISUAL LTDA,GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA,32.656.607/0001-10
26609,10.429.582/0001-80,A DUPLA FOTOGRAFIA E CINEMATOGRAFIA LTDA - ME,CABANA STUDIO FOTOGRAFIA E CINEMATOGRAFIA LTDA,41.864.145/0001-18
21968,14.998.008/0001-01,GAROA FILMES CINEMATOGRAFICOS LTDA - ME,JANELA FILMES LTDA,04.769.306/0001-68
40547,30.759.883/0001-89,PAIVA & PINHEIRO SERVIÇOS DE COMUNICAÇÃO LTDA,BADOGUE SERVICOS DE COMUNICACAO LTDA,40.820.712/0001-71
7111,02.412.547/0001-20,IDEOGRAPH PRODUCOES ARTISTICAS LTDA - ME,FREYA PRODUÇÕES AUDIOVISUAIS EIRELI,36.130.687/0001-27
28172,10.272.602/0001-51,INSIDE PRODUÇÕES LTDA ME,REGIONAL NEWS PRODUÇÕES LTDA,45.721.852/0001-06
51981,41.866.471/0001-64,IHC DISTRIBUIÇÃO CINEMATOGRÁFICA LTDA,IHC ENTRETENIMENTO LTDA ME,16.568.285/0001-00
31592,05.078.668/0001-75,BUDAPESTE PRODUCOES LTDA,CA VA ARTES E PRODUCOES LTDA,31.097.338/0001-37
17381,05.469.627/0001-00,L PIRES,RJ SERVICOS CINE GROUP LTDA,13.021.376/0001-24
1206,04.303.816/0001-45,INFFINITO EVENTOS E PRODUÇÕES LTDA,INFFINITO ENTRETENIMENTO E COMUNICAÇÕES LTDA,13.188.290/0001-90
22509,14.690.781/0001-06,WORKIDEA POS PRODUÇÃO LTDA ME,SCREEN VIDEO PRODUÇÕES LTDA,57.279.499/0001-35
33846,03.286.746/0001-00,PR FRIDSCHTEIN EDICOES DE VIDEO,PREÇO JUSTO - ASSESSORIA DE PROPAGANDA E PROMOÇÕES DE EVENTOS LTDA,02.978.671/0001-57
41103,30.368.546/0001-60,TAKE 1 CAMERA 2 LTDA ME,PRODUTORA 082 CINE VÍDEO LTDA-ME,05.523.511/0001-01
17587,10.703.385/0001-07,L.R.F VIDEO LTDA,L.R DINIZ PROPAGANDA LTDA,07.054.028/0001-50
46855,10.615.415/0001-23,AIRTON CEVEY JUNIOR ME,EMPRESA JORNALISTICA REAL TIME LTDA,04.354.309/0001-30
16310,04.937.510/0001-40,SALA COMUNICAÇÃO LTDA-ME,SALA PRODUÇÕES ARTÍSTICAS LTDA,31.089.162/0001-71
20905,11.184.594/0001-54,LEONARDO HENRIQUE PEREIRA BRANCO ME,GATO PRETO FILMES EIRELI ME,26.243.849/0001-80
39803,30.297.183/0001-10,PATRICIA DE SANT ANNA MAHET 08376555790,"INSTITUTO DEPARTE DE ARTE, OFICIOS E CIDADANIA",10.304.883/0001-87
3196,06.945.371/0001-22,SPRAY FILMES S.A.,REVISÃO PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.,22.317.061/0001-10
44696,19.374.466/0001-85,NETWORK PARTICIPAÇÕES S.A.,REVISÃO PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.,22.317.061/0001-10
44003,34.524.044/0001-32,AKIM PRODUÇÕES CONSULTORIA E MARKETING EIRELI,CAVALIA PRODUÇÕES CINEMATOGRÁFICAS LTDA,10.287.255/0001-30
14259,08.234.482/0001-56,SPRING PUBLICAÇÕES LTDA.,SPRING EDITORA-PRODUTORA LTDA,07.168.747/0001-00
2379,04.533.831/0001-80,MOVIESYSTEM CINEMATOGRAFICA LTDA,REDECINE RIO GRANDE CINEMATOGRAFICA LTDA,35.804.953/0001-97
2376,06.034.577/0001-09,REDECINE TOTAL CINEMATOGRÁFICA LTDA,REDECINE RIO GRANDE CINEMATOGRAFICA LTDA,35.804.953/0001-97
251,60.628.369/0001-75,RADIO E TELEVISAO RECORD S.A,TELEVISAO SOCIEDADE LIMITADA,25.288.333/0001-99
22776,13.086.016/0001-00,REVELAÇÃO PRODUÇÕES ARTÍSTICAS LTDA,ARROCHA PROMOÇÕES ARTÍSTICAS LTDA,15.499.470/0001-19
14742,09.372.544/0001-59,LATA FILMES LTDA EPP,ROCHA RIO PRODUÇÕES ARTÍSTICAS LTDA,04.378.007/0001-00
50569,40.070.329/0001-43,ALLAS PRODUÇÃO DE CONTEÚDO LTDA,TUNNA ENTRETENIMENTO E AUDIOVISUAL LTDA,14.807.981/0001-98
257,03.042.412/0001-82,BROS PRODUÇOES LTDA,BROS FILMES E PROPAGANDA LTDA,16.596.001/0001-80
15639,08.948.263/0001-39,NEW CONTENT EDITORA E PRODUTORA LTDA,"RIVETTI, FERES E ALCÂNTARA PARTICIPAÇÃO S.A.",07.920.282/0001-94
31310,12.236.522/0001-76,EDOARDO RIVETTI - ME,"RIVETTI, FERES E ALCÂNTARA PARTICIPAÇÃO S.A.",07.920.282/0001-94
17150,92.910.355/0001-36,GLÊNIO LOPES LACERDA,INTERFACE MULTIMÍDIA LTDA - ME,04.650.598/0001-15
766,28.003.028/0001-00,NEON RIO LTDA,TR SOMOGYI PRODUÇÕES,28.388.257/0001-81
38620,29.312.789/0001-06,AMIGOS POR CARROS PRODUÇÕES DE VIDEO LTDA.,LOCOMOTIVA FILMES LTDA - ME,11.211.707/0001-63
29868,01.621.063/0001-28,GREY PUBLICIDADE DO BRASIL LTDA,VOYAGER PARQUES TEMATICOS - EIRELI,29.765.812/0001-00
3387,02.978.671/0001-57,PREÇO JUSTO - ASSESSORIA DE PROPAGANDA E PROMOÇÕES DE EVENTOS LTDA,PR FRIDSCHTEIN EDICOES DE VIDEO,03.286.746/0001-00
40108,29.056.422/0001-60,WE DO 42 LTDA,MAMBO JACK FILMES E PRODUÇÕES LTDA,08.595.822/0001-74
22135,15.500.277/0001-50,NIRVANA DIGITAL LTDA,GO BROCCOLI PRODUÇÕES LTDA,32.274.483/0001-09
38330,08.578.222/0001-06,SUPER COMBINADO PRODUÇÕES ARTÍSTICAS LTDA,DIAMONDBACK ENTERTAINMENT DISTRIBUIDORA DE FILMES LTDA.,24.363.454/0001-95
34696,20.077.216/0001-62,WORK SHOW PRODUCOES E ENTRETENIMENTO ARTISTICOS LTDA,JFW CUIDADOS ARTÍSTICOS LTDA - EPP,07.252.857/0001-48
51438,46.199.538/0001-78,GÁS OLIVA ESTÚDIO CINEMATOGRÁFICO LTDA,GAS OLIVA PRODUTORA DE CINEMA E VIDEO LTDA,11.500.610/0001-70
26337,17.886.731/0001-89,CINEMATOGRÁFICA NACIONAL PRODUÇÕES EIRELI,VIRA LATA FILMES LTDA,00.567.440/0001-25
5304,07.728.008/0001-18,DOGS CAN FLY CONTEÚDOS AUDIOVISUAIS LTDA,DOGS CAN FLY PRODUÇÕES CINEMATOGRÁFICAS LTDA,12.394.570/0001-92
2869,04.547.950/0001-91,FEIRA PLEXCINE LTDA.,EMPRESA CINE TEATRO TAMOIO LTDA,33.924.739/0001-49
45604,33.356.343/0001-42,SA DISTRIBUIDORA DE CONTEÚDO AUDIOVISUAL LTDA,SP PRODUTORA LTDA,33.181.158/0001-64
44751,35.282.350/0001-72,CRYK CINEMA BACAXA LTDA,CINEMAGIC VITORIA CINEMAS LTDA - ME,18.012.019/0001-13
18328,12.991.031/0001-30,CRYK CINEMA ARARUAMA LTDA,CINEMAGIC VITORIA CINEMAS LTDA - ME,18.012.019/0001-13
26890,10.525.358/0001-91,ROYALPIXEL SERVICOS DE INFORMACAO NA INTERNET LTDA - ME,MIND SNACK PRODUCAO LTDA,28.415.468/0001-66
25436,13.250.172/0001-65,SRS PLANET CINEMAS LTDA,H2O DISTRIBUIDORA DE FILMES LTDA,15.372.472/0001-42
19288,06.893.414/0001-73,GERMINAL PRODUÇÕES E EVENTOS CULTURAIS EIRELI,MARABERTO FILMES LTDA. - ME,14.874.206/0001-55
42013,24.539.839/0001-60,IURI MOREIRA LOPES 01762777142,LIZARD-VIDEOGRAFISMO E DESIGN LTDA ME,11.596.007/0001-34
30117,22.194.341/0001-88,BRASIL/MN MANCHETE PRODUÇÕES LTDA.,BRASIL MN MANCHETE EDITORA EIRELI,05.456.336/0001-87
184,04.731.133/0001-99,CASABLANCA EFFECTS LTDA.,FIJI PRODUÇÕES AUDIOVISUAIS LTDA,05.638.479/0001-00
7087,02.525.725/0001-29,O2 CINEMA LTDA,O2 POS PRODUÇÕES LTDA,00.165.794/0001-43
30392,21.674.572/0001-26,LEMONADE FILMES,LEMONADE PRODUÇÕES ARTÍSTICAS LTDA.,07.870.610/0001-95
24003,14.336.858/0001-36,BIONICA FILMES - PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA,ZENNA FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,22.745.122/0001-40
2612,02.117.937/0001-77,UCI RIBEIRO LTDA,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
44707,35.370.320/0001-18,LC EXIBICOES CINEMATOGRAFICAS LTDS,L N DA ROCHA & CIA LTDA - ME,29.099.414/0001-00
40914,14.028.999/0001-91,GAME EXPERIENCE EVENTOS LTDA,CCXP EVENTOS LTDA,19.641.956/0001-09
26390,18.009.420/0001-02,HOGARTH WORLDWIDE PUBLICIDADE BRASIL LTDA,HOGARTH WORLDWIDE PRODUÇÃO LTDA.,23.314.398/0001-36
41737,28.485.087/0001-53,LUCCAS TOON STUDIOS LTDA,TAKE4 GESTÃO DE ATIVOS LTDA,28.833.314/0001-94
274,01.175.644/0001-83,ANIMA PRODUÇÕES AUDIOVISUAIS LTDA,CINEDISTRI PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA,05.283.625/0001-21
18628,03.789.507/0001-64,CRISTINA FONSECA CINE VIDEO PRODUÇÕES LTDA-ME,NNOTURNAA FILMES PRODUÇÕES LTDA-ME,24.275.382/0001-24
37016,25.276.025/0001-43,"ACHESEUESTUDIO SOLUCOES EM TECNOLOGIA, MARKETING E INOVACAO LTDA ME",OXENTI SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA ME,14.724.593/0001-43
36898,10.432.889/0001-30,LUMA PRODUCOES ARTISTICAS LTDA,SEND MUSIC PRODUÇÕES ARTÍSTICAS LTDA,06.267.302/0001-07
6497,00.881.879/0001-28,BLACK BEANS PRODUCTION COMUNICAÇÕES LTDA - ME,JUAREZ MALAVAZZI JUNIOR PRODUÇÕES CINEMATOGRAFICAS ME,17.824.713/0001-72
44580,21.229.657/0001-03,ACELERADOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.,NETWORK PARTICIPAÇÕES S.A.,19.374.466/0001-85
2379,04.533.831/0001-80,MOVIESYSTEM CINEMATOGRAFICA LTDA,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,23.669.825/0001-07
24534,18.087.870/0001-05,REDECINE BSB CINEMATOGRÁFICA LTDA,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,23.669.825/0001-07
44837,35.441.232/0001-60,REDECINE SANTOS CINEMATOGRAFICA LTDA,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,23.669.825/0001-07
5654,07.665.262/0001-14,REDECINE-CPQ CINEMATOGRÁFICA LTDA,REDECINE PINDAMONHANGABA CINEMAS LTDA,34.408.375/0001-07
44837,35.441.232/0001-60,REDECINE SANTOS CINEMATOGRAFICA LTDA,REDECINE PINDAMONHANGABA CINEMAS LTDA,34.408.375/0001-07
50821,45.554.205/0001-57,ANIMAL MEDIA LTDA.,RAIZ FILMS PRODUCOES CINEMATOGRAFICAS LTDA,25.183.464/0001-01
6022,58.018.441/0001-09,TV CIDADE DE BAURU LTDA,TV INDEPENDENCIA LTDA,79.107.918/0001-94
44414,34.626.954/0001-26,CINE LASER NORTE CINEMA LTDA,CINE LASER CASCAVEL LTDA,47.093.852/0001-34
35815,22.515.244/0001-40,CINEMAS HENKES RIBEIRO LEM LTDA ME,CINEMAS PREMIER BARREIRAS SALA 01,26.627.435/0001-54
51501,46.076.811/0001-77,CARDEIRO AGENCIAMENTO ARTÍSTICO LTDA,CABORÉ PRODUTORES ASSOCIADOS LTDA - ME,25.094.170/0001-03
1500,02.608.224/0001-06,CANAL BRAZIL S/A,PB BRASIL ENTRETENIMENTO S/A,08.844.841/0001-97
39,00.252.848/0001-08,TELECINE PROGRAMACAO DE FILMES LTDA,PB BRASIL ENTRETENIMENTO S.A,08.844.841/0001-97
52531,23.682.751/0001-30,CINE A SERVIÇOS LTDA,CINE A LTDA,10.894.937/0001-01
3227,41.861.923/0001-15,CINE A BRAGANCA PAULISTA LTDA,CINE A LTDA,10.894.937/0001-01
14580,09.619.698/0001-00,JOSÉ JORGE LAGO CARDOSO JUNIOR,LIFE NEGOCIOS CRIATIVOS EIRELI,43.409.776/0001-72
44323,34.860.287/0001-41,CINE LASER CINEMAS NORDESTE LTDA,CINE LASER CINEMAS SUL EIRELI,34.210.030/0001-44
40850,20.482.085/0001-07,ATURANDO PRODUÇÕES ARTÍSTICAS LTDA - ME,BUZA PRODUÇÕES TEATRAIS E CINEMATOGRÁFICAS LTDA.,12.547.997/0001-83
38749,29.233.203/0001-00,"MUNDOS AUDIOVISUAL, EDUCAÇÃO E NATUREZA EIRELI - ME",COCRIATIVA CONTEÚDOS AUDIOVISUAIS LTDA,15.571.863/0001-96
44692,27.630.036/0001-05,BRUNO BENETTI MONTEIRO 08905453678,ASSOCIACAO INSTITUTO BENETTI,30.709.914/0001-97
6469,00.567.440/0001-25,VIRA LATA FILMES LTDA,CINEMATOGRÁFICA NACIONAL PRODUÇÕES EIRELI,17.886.731/0001-89
38700,28.401.270/0001-23,CINESE FILMES PRODUÇÃO CINEMATOGRÁFICA LTDA. - ME,HEGON PRODUTORA LTDA,36.641.139/0001-61
38236,14.717.191/0001-11,C A V LEMOS E CIA LTDA - ME,MOBI CINE GURUPI LTDA,38.410.834/0001-48
44116,34.087.285/0001-61,CARAMBOLA PRODUÇÃO DE FILMES LTDA,CARAMBOLA PRODUÇÕES ARTÍSTICAS,17.683.769/0001-54
21229,07.906.636/0001-46,NOVAS MIDIAS DIGITAIS PROGRAMADORA LTDA,CURSOS CRESCENT LTDA,34.670.566/0001-42
12801,07.763.082/0001-75,UNITV PRODUTORA LTDA,CURSOS CRESCENT LTDA,34.670.566/0001-42
24152,05.826.683/0001-54,KN VIDEO PRODUCOES LTDA,KN CONTEÚDO PRODUÇÕES LTDA.,02.208.389/0001-90
23486,04.907.271/0001-86,ESQ ENTRETENIMENTOS LTDA.,QL ENTRETENIMENTOS LTDA ME,28.700.062/0001-25
32983,15.473.139/0001-20,FERNANDO MAURO PRODUÇÕES EIRELI,FERNANDO MAURO PRODUÇÕES E PUBLICIDADE LTDA,33.550.566/0001-46
22341,15.777.407/0001-05,A&E OLE AUDIOVISUAL SERVICOS E REPRESENTACOES LTDA.,AMC NETWORKS SERVIÇOS DE TELEVISÃO DO BRASIL LTDA,15.777.180/0001-90
260,60.434.149/0001-00,PLAYARTE CINEMAS LTDA.,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,00.943.231/0001-39
16951,02.681.202/0001-71,MULTITEL COMUNICACOES LTDA,NOSSA TELECOM TELECOMUNICAÇÕES LTDA,16.982.291/0001-09
42329,05.060.107/0001-49,PROVEDOR REDESUL LTDA,NOSSA TELECOM TELECOMUNICAÇÕES LTDA,16.982.291/0001-09
13432,09.252.906/0001-78,VELUDO CREATIVE FILM COMPANY LTDA,INK GERAÇÃO E PRODUÇÃO DE CONTEÚDOS LTDA,68.153.956/0001-67
47237,28.370.887/0001-29,STRATOSTORM ANIMATION LTDA,STRATOSTORM STUDIOS EIRELI - EPP,20.983.289/0001-13
27477,20.446.511/0001-49,RRM PRODUCAO E VIDEOCOMUNICACAO EIRELI,GTEC DIGITAL EIRELI,03.699.216/0001-85
21011,05.379.977/0001-85,FR TARGET FILMES LTDA,FRCA TARGET FILMES LTDA,30.065.381/0001-58
265,33.015.827/0001-28,WARNER BROS. (SOUTH) INC.,HBO BRASIL LTDA.,00.219.640/0001-97
39667,20.737.089/0001-80,TV PONTO COMUNICACAO EIRELI,SPHERE PRODUCTIONS PRODUÇÃO E COMÉRCIO DE FILMES LTDA. ME,11.329.282/0001-91
12291,08.677.183/0001-96,G.O. PRODUÇÕES DE EVENTOS LTDA - EPP,F2 FILMES EIRELI,42.695.804/0001-00
18371,08.266.867/0001-03,PARALELA CINEMA E VIDEO LTDA,GIBRALTAR FILMES LTDA - EPP,29.185.414/0001-14
38262,29.009.774/0001-65,CENTAURUS PRODUCOES CINEMATOGRAFICAS LTDA,MARESIA FILMES LTDA,44.775.001/0001-83
23499,37.897.907/0001-05,CINEMAS HENKES RIBEIRO LTDA ME,CINEMAS HENKES E HENKES LTDA,47.620.410/0001-07
2869,04.547.950/0001-91,FEIRA PLEXCINE LTDA.,UCI-ORIENT LTDA,01.562.356/0001-81
749,01.289.530/0001-64,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,UCI-ORIENT LTDA,01.562.356/0001-81
4413,02.407.790/0001-50,GCB EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,CANAL BRAZIL S/A,02.608.224/0001-06
17271,51.733.459/0001-35,COMERCIAL FONOGRAFICA RGE S/A,CANAL BRAZIL S/A,02.608.224/0001-06
28911,17.683.769/0001-54,CARAMBOLA PRODUÇÕES ARTÍSTICAS,CARAMBOLA PRODUÇÃO DE FILMES LTDA,34.087.285/0001-61
5956,07.870.610/0001-95,LEMONADE PRODUÇÕES ARTÍSTICAS LTDA.,LEMONADE LAB LTDA,46.833.682/0001-14
30925,21.567.273/0001-92,FOREST - COMUNICAÇÃO SOCIOAMBIENTAL,AKWA PRODUÇÕES ARTÍSTICAS,46.124.383/0001-00
27029,14.139.914/0001-42,FOREST COMUNICAÇÃO,AKWA PRODUÇÕES ARTÍSTICAS,46.124.383/0001-00
29292,17.293.533/0001-01,AMORA FILMES B LTDA,AMORA PRODUÇÕES AUDIOVISUAIS LTDA ME,08.811.637/0001-70
19845,13.067.326/0001-88,JOSUÉ´S CINE SAMONTE LTDA.,JONASCE LTDA.- ME,00.977.351/0001-57
46087,36.187.298/0001-38,JOSUÉ´S CINE COMUNICAÇÃO CAPITÓLIO LTDA.,JONASCE LTDA.- ME,00.977.351/0001-57
1456,58.832.528/0001-07,REDE 21 COMUNICACOES S.A.,COMPANHIA RIO BONITO - COMUNICAÇÕES,06.017.510/0001-58
7128,08.427.088/0001-34,DE FELIPPES FILMES E PRODUÇÕES LTDA,CH'IEN O CRIATIVO PRODUÇÕES ARTÍSTICAS LTDA,31.885.544/0001-01
763,56.486.590/0001-69,CAOS PRODUÇÕES CINEMATOGRÁFICAS LTDA.,CAOS E TONS PRODUCOES LTDA - EPP,26.968.018/0001-75
28703,21.268.656/0001-60,AÇÃO VÍDEO PUBLICIDADE E PROPAGANDA LTDA - ME,MM MUNIZ VILA VERDE - AÇÃO VIDEO LTDA,12.075.857/0001-50
52355,48.262.714/0001-02,VIEX FILMES LTDA,VIEX PRODUÇÕES ARTÍSTICAS X LTDA,34.746.731/0001-00
14847,10.272.906/0001-19,G.RS - COMÉRCIO DE PRODUTOS EM DVD E FILMAGENS LTDA,S. M. VIDEO PRODUCOES LTDA,27.206.441/0001-09
103,04.069.379/0001-47,OCEAN PRODUÇÃO DE FILMES LTDA,CINNERGIA PRODUÇÕES LTDA,00.287.834/0001-20
773,49.515.984/0001-32,LOJINHA DA MÔNICA LTDA,RTS EMPREENDIMENTOS E PARTICIPAÇÕES S/A,56.786.874/0001-70
43305,33.643.237/0001-40,5600K PRODUÇÕES LTDA,MISTER GRAFIX PRODUÇÕES LTDA,72.618.820/0001-52
49423,21.598.359/0001-82,STIGMATA PRODUÇÕES CINEMATOGRÁFICAS EIRELI,PEITO DE POMBA COMUNICAÇÃO LTDA,07.531.750/0001-39
6499,56.839.830/0001-61,PULSAR PRODUCOES ARTISTICAS E CULTURAIS - EIRELI,GAIA TRANSMIDIA LTDA,11.698.605/0001-14
49980,34.174.992/0001-95,WIP  PROPRIEDADE INTELECTUAL DE ENTRETENIMENTO LTDA,YOUR JOURNEY INOVAÇÃO EM CONTEÚDO LTDA,11.304.903/0001-82
50002,32.992.475/0001-06,R COUTINHO FILMES LTDA,COMMUNIC FILMES LTDA ME,22.402.331/0001-90
